candidate_id,split_id,seed,transfer_strategy,missing_modality_method,source_route,source_dataset,checkpoint_path,checkpoint_sha256,official_predictions_path,official_predictions_sha256
17bac244725c13212184,SPATIAL,202,ordinary_transfer,missing_aware,supervised,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/17bac244725c13212184.pt,e531c4eab1c3bf3cf5b5722c81b8d9bdf82e84854f8379ea51f19688abe976ab,${AGRITECH_PREDICTION_ROOT}/17bac244725c13212184/predictions.csv,e0220b954cebf06d2f9fc137efdb04561172ce0bd1f8a2ed031ac14b4942575e
24e466cfa9127d505a60,SPATIAL,303,ordinary_transfer,missing_aware,supervised,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/24e466cfa9127d505a60.pt,2a72bdb83f563b729d12c86cdbe29f85598d1677ba20bfd885ab40d4f36ddabf,${AGRITECH_PREDICTION_ROOT}/24e466cfa9127d505a60/predictions.csv,8c4f15e29c5e95fd87e1db38bc82e17f2c2a9d357a73fdd5fa64946bc450a95c
eab224237235107c5f17,GROUP,101,ordinary_transfer,missing_aware,combined_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/eab224237235107c5f17.pt,7a66006e79a116e466abd90a5892fad1782f119d259e0a6b08461b797625ce92,${AGRITECH_PREDICTION_ROOT}/eab224237235107c5f17/predictions.csv,67962bc9de49ed5d393553c33277f9d46323033a9c7d8fcbc1d6bf50b728cbac
03a48fbe57c6280ac1b8,GROUP,202,ordinary_transfer,missing_aware,combined_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/03a48fbe57c6280ac1b8.pt,a8a8632be9eb2073c7342ae42d1b4687f747c5dfd033433c9246edddc7f8aa92,${AGRITECH_PREDICTION_ROOT}/03a48fbe57c6280ac1b8/predictions.csv,9c42daaf39b90b1a822fb04e34b3d91073bbef62733ab1f836f24a3b1e05ed23
1ae6b35d9232bf9b5f1e,GROUP,303,ordinary_transfer,missing_aware,combined_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/1ae6b35d9232bf9b5f1e.pt,0f20b5079f62b6fe2bb2864447044a30fdd18b7b04399dc361aa3f0fb1ac907e,${AGRITECH_PREDICTION_ROOT}/1ae6b35d9232bf9b5f1e/predictions.csv,956e9082f499797a0a48a95fc804068ef2a0184f657ef7ed85f45878a9de6a66
fb9d683514cb3ea2e0ad,GROUP,101,ordinary_transfer,missing_aware,missing_aware,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/fb9d683514cb3ea2e0ad.pt,59614584a8ddb853dc8bc8885af9ec076a3717a3b91fb9018ebadfe6cd683df9,${AGRITECH_PREDICTION_ROOT}/fb9d683514cb3ea2e0ad/predictions.csv,7773d65b7f838f7813bff1f2c560987ee4a2752743e15da0c8697872e7bb81d0
b79e490535087585f79d,GROUP,202,ordinary_transfer,missing_aware,missing_aware,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/b79e490535087585f79d.pt,65f2f219c0f788d91d3512c7220926ac92b885a2d0b598f811f80b450b7c35c0,${AGRITECH_PREDICTION_ROOT}/b79e490535087585f79d/predictions.csv,a165a5a96f4fe8da9a278f2ec9d4e0e4fb40b84d5e5771eaf0d6b9e8791fabd8
58c226732a8098ac1351,GROUP,303,ordinary_transfer,missing_aware,missing_aware,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/58c226732a8098ac1351.pt,27296aa4b9cb5a68cb2d2503196399aeb5ae44475245f6a2a336e04cf0e62700,${AGRITECH_PREDICTION_ROOT}/58c226732a8098ac1351/predictions.csv,5e56b80e71a422f705be870fe1e885eeb4516cb5c815600a860db13fcfe2c055
82325810c9783b136b00,GROUP,101,ordinary_transfer,missing_aware,prediction_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/82325810c9783b136b00.pt,754f08c62a2072d3f8e48358be27a7fad27efb5d14869a3e033a7caf58fd1eba,${AGRITECH_PREDICTION_ROOT}/82325810c9783b136b00/predictions.csv,26f8fad312403ca841c7b81cc4697863a179e3139cff5b523d9156bf2d01527e
d9108752d82da1fe385e,GROUP,202,ordinary_transfer,missing_aware,prediction_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/d9108752d82da1fe385e.pt,7a19b4d32c6472b3a3961b8842f7fccea6669ea07eb3ab097245688f2e09bfdd,${AGRITECH_PREDICTION_ROOT}/d9108752d82da1fe385e/predictions.csv,8e7d6b3948a6557bc931a64b98ffefd5dfe30f4a7d0b304b52a031c223fc7ab1
76d1c9c9cc15146aefc1,GROUP,303,ordinary_transfer,missing_aware,prediction_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/76d1c9c9cc15146aefc1.pt,f78df2a587d5cd0310fb03c4aa713f9f6d7696dc9eed21cc2cd067d459b5a49f,${AGRITECH_PREDICTION_ROOT}/76d1c9c9cc15146aefc1/predictions.csv,15fe25f3289f317fe5e0dc7b29c3d61dde39f3b6da086a38977c97b23a56301f
574a6619d095e29f1d27,GROUP,101,ordinary_transfer,missing_aware,representation_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/574a6619d095e29f1d27.pt,6d3f638f39b8a3aca402409a11dd9466892956060eecd3c221db1647cbca4135,${AGRITECH_PREDICTION_ROOT}/574a6619d095e29f1d27/predictions.csv,99f2fe7999e706159136f8b238f3366bf73e5538ceb53e32f70e161b6e1b53e2
55a301f9e29b532a8993,GROUP,202,ordinary_transfer,missing_aware,representation_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/55a301f9e29b532a8993.pt,622106591a436cb1f864614e9a727532872809116b8fbf9b3e4eb69fe712ce9b,${AGRITECH_PREDICTION_ROOT}/55a301f9e29b532a8993/predictions.csv,3ebbe4d5897bad8926640f3b6dfe930d37ac1a9cf7496e3833e2e13ee305b05c
61ffbf42a4f5da964ad7,GROUP,303,ordinary_transfer,missing_aware,representation_kd,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/61ffbf42a4f5da964ad7.pt,9b90ca347b4da7a78c54b74312aabd194cccddb4bc6ee3cf42669c83e2fb78cc,${AGRITECH_PREDICTION_ROOT}/61ffbf42a4f5da964ad7/predictions.csv,14983a2349bc2922e67c6702280287e6d4c1df31d332cf050f5c119cbbee66f1
92ee623994cd4f201cd1,GROUP,101,ordinary_transfer,missing_aware,supervised,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/92ee623994cd4f201cd1.pt,9386fb680e808adaaf12128481630ff8bc75e92dd643413cdd012ad647a15bdc,${AGRITECH_PREDICTION_ROOT}/92ee623994cd4f201cd1/predictions.csv,0c3cb7b92eb3514f1299a9d676a7303ea4f09f6fbaa3ec77b95551798b831c6e
879e387d89f6b51bd50e,GROUP,202,ordinary_transfer,missing_aware,supervised,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/879e387d89f6b51bd50e.pt,dc46b2e5c7853bcd70800443f9883f4bf2a29746dbb4c0bbb979a4635b22ef8d,${AGRITECH_PREDICTION_ROOT}/879e387d89f6b51bd50e/predictions.csv,21326b98d634116a44667801167992f8ab6ccf8bfd7bd12c1e4704bc614043d6
20ad19fc00784c3a783a,GROUP,303,ordinary_transfer,missing_aware,supervised,PRIMARY_CYBENCH_MAIZE_US,${AGRITECH_CHECKPOINT_ROOT}/20ad19fc00784c3a783a.pt,7734a8ee53d2a5deb0603483d124c494be004010f9f3a3cf83beb76a436cec78,${AGRITECH_PREDICTION_ROOT}/20ad19fc00784c3a783a/predictions.csv,5ffad97150d2b0aa928a98d45263dcf72cacdef3726bedd76938f2ebd0a8474a
06b192aabd96c7672789,GROUP,101,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/06b192aabd96c7672789/predictions.csv,f9a9449492ec2a53402042fe36f1f20a42b28c6d570783dea5214840f193d063
6efcec174fa8913c85ba,GROUP,202,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/6efcec174fa8913c85ba/predictions.csv,b83bb20af0f56bfb75939a6f92234d83b7c6b67a4253baf11bc603b8af5edc9e
a2d30ce98fd8fc8e02f7,GROUP,303,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/a2d30ce98fd8fc8e02f7/predictions.csv,99c31dc4aac9ada96935fc5da317bfa9bace0a5060d1fbee0416be11ae9ca2e8
a23df8b844178a62e5db,SPATIAL,101,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/a23df8b844178a62e5db/predictions.csv,2ea87f67fdbeaae60b7082c3096754550e001dda41a75104e745110ebc7ebd71
0cc3e26450537aeff4e0,SPATIAL,202,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/0cc3e26450537aeff4e0/predictions.csv,2ea87f67fdbeaae60b7082c3096754550e001dda41a75104e745110ebc7ebd71
f7547ee0195d1698a294,SPATIAL,303,target_scratch,imputation,supervised,PRIMARY_CYBENCH_MAIZE_US,,,${AGRITECH_PREDICTION_ROOT}/f7547ee0195d1698a294/predictions.csv,2ea87f67fdbeaae60b7082c3096754550e001dda41a75104e745110ebc7ebd71
